p1_good	p2_good	p3_good	p4_good	p5_good	p6_good	p7_good	p8_good	p1_poor	p2_poor	p3_poor	p4_poor	p5_poor	p6_poor	p7_poor	p8_poor
200640_at	30049	28279.4	18423.7	22667.3	25601.2	23394.8	23872.6	22147.8	31432	22325.1	24058	21331.4	18750.2	19893	23015.7	18347.2
200641_s_at	24520.2	27537.2	14883.3	22317.9	21120	20546.1	17776.1	18444	28475.6	29508.2	22134.5	20844.7	15942.7	17406.6	25109	19766.7
200642_at	9442.6	13384	10414	15036.6	12426.7	12725.4	15289	10655.2	5732.5	7263.2	18081.7	14603	11720.5	14085.5	9931.2	10524.2
200643_at	256.9	324.6	165.2	456.9	607	78.8	416.3	457.5	565.4	1381.4	733.6	1349.5	518.8	635.8	202.7	316.4
200644_at	1614.1	1139.9	627.5	1180	3138.2	1012.7	571.1	2080.2	1086.1	1268.1	2110.6	1441	2200	1964	2330.3	1132.5
200645_at	6889.7	6814.8	6507.6	9814.3	8521.7	9727.7	8974.7	8842.5	9016.5	11559.2	10303.4	14956.9	8773.9	8205.7	12839.2	12791.4
200646_s_at	258.3	258.6	299.7	484.5	561	277.8	405.8	409.9	942.3	857.9	595.1	990.4	506.4	602.4	941.8	1149.6
200647_x_at	4437.5	7058.4	4387.9	7256.7	8438.1	8114.3	5065	4986.3	4784.8	2482.5	6262.6	8291.8	4954.9	7445.2	4798.3	3854
200648_s_at	1120.8	740.6	5.7	2.6	1448.7	7.3	57.2	56	701.1	138	1668.4	1017.2	838	452.8	749	618.8
200649_at	440.3	612.7	463	765	1233.7	810.5	587.7	533.6	1360	888	820.6	2078.3	967.9	956.9	1794.1	2306.5
200650_s_at	6767.1	5632.3	3488.1	5458.5	6134.5	6219.3	4753.6	5076.2	3905.6	2677.9	8182.4	5780	5464.1	7130.7	4644.2	4176.5
200651_at	30892.8	29770.9	18024.4	30304.5	35990.7	27478.7	30346.9	37414.8	40430.7	34648.4	37570.3	43894.3	23702.5	36742.8	28340	31534.9
200652_at	7624.3	5602.2	4603.2	9582.2	8473.9	7345.7	5619.9	7631.6	9218.9	5760	7999.7	9594.2	6998.2	9623.7	5824.1	7762.2
200653_s_at	11249.3	5708.7	4563.8	5588.6	4857.4	4560.1	4834	5206.5	13998.7	5191.1	4228.4	5497.2	4429.6	3163	4569.6	3942.3
200654_at	1849.4	3558.6	1339.2	2919.2	2672.4	1192.5	1359	2262	5951.5	3174.8	2544.6	4672.8	2826.4	2992	3995.3	4960.6
200655_s_at	18803.2	11467.8	9945.1	15022.4	10728.7	11431.2	8325	11376.6	22323.8	9169.7	11597.2	12764.8	11898.4	10387.9	8434.9	7644
200656_s_at	898.2	967.9	515.5	794.1	953.4	727	611.6	896	1734.1	1793.3	809.6	2134.7	764.5	856.6	2044.7	1665.3
200657_at	12395.7	12696.9	4934.2	7779.7	12133	10577.8	7701.8	8878.6	11950.4	7146	16065	8136.7	9923.5	11412	7300.4	7028.9
200658_s_at	414.2	1259.4	1025.8	1571.8	1411.1	1208.9	1318.6	1319.7	284.7	416.3	1229.5	2003.5	1385	1761.2	817.7	1023.5
200659_s_at	320.9	861.6	630.4	915.4	802.7	857	828.4	773.8	501.3	297	734.5	1560.5	699.6	756	409	739.3
200660_at	104.2	220.5	149.8	231.9	257.2	70.4	55.5	380.6	85.3	46.2	1183.1	441.7	759.1	497.9	243.6	665
200661_at	501.9	688.8	569.7	1117.2	1114	846.1	1621.9	631.6	472.7	818.9	790.2	1040.5	598.1	671.8	653.6	1631.7
200662_s_at	10513.6	5181.7	5576.3	6365.3	5211.6	4895.5	7179.2	4417.9	11048.8	6550.9	5737.3	8047.8	5429.5	6259.4	4747.5	3894.3
200663_at	3115.4	3298	2646.4	3939.4	3079.4	2538.2	2704	3134.7	3012.6	2924.1	5980.1	6793.2	4712.7	5184.4	3736.2	5036.8
200664_s_at	1581.4	1026.3	606.3	656.2	948.6	511.3	450.2	900.5	1430.5	59.5	858.8	1224.4	672.8	804.8	752.7	1104.5
200665_s_at	18.8	47.2	27.7	48.2	28	29.1	12	85.2	42.6	89.7	53.9	35.3	89.5	35.1	171.3	242.4
200666_s_at	2012.9	1167.7	1058.7	1011.1	1086.4	957.1	715.9	1210.4	1318.9	843.7	1499.6	1780.4	1308.2	1293.5	809	1693.7
200667_at	6770.4	4543.4	5203.5	6870.1	6700.2	5915.9	4859.6	5523.7	6147.4	3731.9	5632.1	4836.1	4787	4749.6	3622.8	3867.7
200668_s_at	14983.6	13185.5	12743	14841.9	13972.3	13053.2	12605.5	12527.6	12483.8	11918.5	12857.6	11420.5	11106.4	11290.7	9289.7	7712.4
200669_s_at	14903.8	9333.2	8139.1	13458	9683.8	9028.8	9133.6	8573.3	15632.5	14594.2	9223.3	10396.6	8707.2	9391.1	5192.3	5885.1
200670_at	2224.6	1187.9	1622.6	1359.3	693.6	1486.1	1302.4	950.3	7082.5	4064.4	1560.6	2969.8	3790.5	2868.4	2934.1	2135.3
200671_s_at	421.9	999.6	577.9	940.1	1129.5	810.5	854.5	758.4	1848.9	159	2170	949.9	1000.6	1812.9	925.9	1672.7
200672_x_at	1841.6	2800.4	2188.8	2694.6	3619.3	2179.5	2530.9	2075.1	3623	1887.2	4833.2	1438.8	2842.1	3586.2	3441.1	4411.3
200673_at	14091.9	7751.3	12182.6	14060.4	10136.8	9200.9	12200	10418	11600	7683.1	9233.8	9718.7	8774.3	9186.7	4887.8	5743.4
200674_s_at	64777.1	63291	46938	61472.2	84315.1	82220.2	73549.7	90075.9	79160.1	75128.3	66311.9	88271.4	41142.8	55722.1	57971.9	69105.6
200675_at	3092.8	5534.5	2239.3	4145.1	3547.3	4421.2	3588.5	2525	4672.7	4984.6	3375.2	5337.5	3447.7	4069.5	6910.9	6046.9
200676_s_at	259.9	596.4	509.9	636.5	654.6	532.5	547.2	642.6	176.8	62.5	637.3	1177.4	548.1	577.8	553.2	781.8
200677_at	1851.3	2263.3	2060	1286.5	2412.7	2335.4	2178.4	2824.8	1960.1	2229.7	3025	2679.7	2393	2430.4	2463.6	2759.9
200678_x_at	1081.8	907	1080.6	2126.6	1531	1318	1729.4	1190.8	4396.9	2568.4	4112.9	4753.5	3735.9	2323.3	1971.9	6726.8
200679_x_at	8757.6	6385.7	6936.2	7984.4	7473.2	7490.7	7050.9	8035.1	8453.4	5326	6508	6290	5742.9	6831.4	4502.9	3619.9
200680_x_at	31962.8	30043.2	25870.7	24894.6	26902	29824.9	31353.8	37578.6	28933.9	21666.5	24803.4	24143.7	20253.2	20057.7	11270.6	16655.9
200681_at	6114.6	6279.2	10060.9	16635.3	18405.8	12800.7	6079.4	17005	7673.1	8005.3	8864	23102.7	12829.2	18925.9	7614.4	7106.9
200682_s_at	6433	5977.2	7632.3	7511.7	5821.5	7097.3	6561.7	6759.1	4487.8	3012.9	6739.9	6595.9	5770.3	5848	3792.3	3931.7
200683_s_at	612.8	1406.1	1947.8	1881.4	1919.1	1614.7	1515.2	2040.9	485.2	274	2159.9	1931.1	1678.3	2704.4	1095.8	1500.7
200684_s_at	208.1	1051.2	949.8	1209.2	1484	1152.6	1019.8	1127.9	62.7	265.8	1104.9	1260.5	803.2	1309.7	819.2	1184.1
200685_at	1766.7	2639.6	3202	2935	2386.2	2098.5	3797.7	2116.9	2460.8	875.9	1793.1	1806.9	1917	2172.6	2526.8	1288.4
200686_s_at	10314.6	9298.8	11199.3	8075.8	5702.8	6442.7	10604.4	6160.4	11571.2	13038	6304	5004.6	12178	9958.3	8945.9	6148.3
200687_s_at	774.7	1714.4	2010.7	1207.9	1767.2	1238.6	1026.3	1770.5	749.5	231.9	2072.5	1509.6	1437	2497.3	979.4	1466.9
200688_at	447.2	538.1	676.8	440	556.9	490.2	599.2	612.3	454.1	990.8	461.2	608.5	558.7	1034.2	722.9	848.8
200689_x_at	41296	40027.7	34355.2	42996.7	55132.1	56801.3	50986.1	60896.9	51271.4	56355.7	42496.3	59030.6	30369.9	47313.1	45293.6	56909.3
200690_at	2080	1045.6	1075.6	1309	934.9	1185.6	1384.9	688.5	835	1093.9	1020.2	855.1	1081.9	1283.4	713.9	710.4
200691_s_at	6767.2	3538.2	3541.1	3889.7	4137.8	3121.2	3691.1	3565	5682.2	3259.6	4810.9	3868.7	4009.1	4892.9	2312.2	2945.3
200692_s_at	5714.2	3586.1	2186.8	2442.4	2695.1	2315.4	2880.3	2843.4	3589.3	3239.7	2837.9	2270.6	2741.1	2526.1	1646.8	2401.8
200693_at	10650.5	10411.9	11987.9	12089.2	12276.7	13468.3	9999.1	12121.1	7019.8	5518.5	10212	9550.9	11327.3	9352.1	8531.8	8344.1
200694_s_at	10537.7	3263.1	5993.8	5719.3	5542.5	3328.9	4785.8	4383.3	11702.2	11382.1	4975.6	5851.8	5859.7	4985.7	4916.6	5070.4
200695_at	1003.2	1292.1	919	1326.1	1503.9	1436.5	868.7	1546.8	1804.5	1532.4	1643.9	1897.7	1029	1305.6	1958.2	2068.3
200696_s_at	301.3	343.9	399.9	410	481.6	309.1	398.7	362.8	596.8	644.7	564.2	663.1	398.7	230.7	598.3	676.6
200697_at	2197.6	2824.5	1641	1467.1	2702.7	2567.1	2197.5	1357.6	1796.4	1782.1	2749.8	2965.9	2951.9	2334.3	2665.5	3113.9
200698_at	809.6	776.8	1620.2	1065.2	1233	1195	1125	1341.6	1500.8	1041.6	2295.5	1038.1	1718.1	1270.3	1315.6	1216.5
200699_at	253.6	914	782	613.8	819.7	649.9	485.9	864	219.6	582.8	1253	503.1	483.7	907	709	934
200700_s_at	1512.6	2730.1	1952.4	2100.8	2977.6	2441.5	2182.3	3040.5	2521.4	1896.6	5729.7	2811.7	5779.1	2893.6	2673.2	2966
200701_at	3778.8	2942.6	2771.3	4075.9	3761.9	3822.9	4992.9	3500.1	4104.1	4942.9	3369.6	5849.7	2976.9	2469.3	3052.3	3196.4
200702_s_at	3507.3	1000.2	1486.5	1400.8	1443	1497	1214.8	1248.9	4952.5	2002.4	1562.8	2285.8	844.5	1377.6	1248.5	799.4
200703_at	1314.2	6118.7	4890.1	4789.8	3536.7	3939.4	3573.5	4098.9	1522.8	1775.7	7212.9	6348.5	7718.3	9213.9	3362.9	6406.1
200704_at	17919.9	6814.3	6285.9	7820.6	13040.6	12392.1	6105.5	11755.5	29016.1	14481.5	11784.8	8977.9	8333.2	9377.2	8019.7	6576.5
200705_s_at	43664.4	43736.6	31205.6	38540.6	37204.3	30897.4	39757.5	39443.2	49940.8	33201.8	28688.1	43024.4	27826.5	40654.1	25734	28320.4
200706_s_at	9414.2	4023.1	3399.5	5141.7	7474.4	6323.7	3476.9	7024.5	17034.3	10644.8	6257.4	6014.3	7214.4	4688	5762.7	4701.9
200707_at	1045.5	1276.2	467.3	884.1	1454	1063.5	814.5	978.4	3166.6	2816.2	1039	2472.4	1111.1	1577.4	2531.2	2320.7
200708_at	870.6	1510	1223	1266	1854.3	1481.1	1754.6	1791.6	872	1513.5	1533.3	1499	1430.1	1380.6	1674.6	1469
200709_at	1948	3645.7	2592.7	2665.3	2524.1	2745.5	2406.8	1802.4	2247.8	3596.4	2148.4	3658	4305.1	4075.6	3929.6	5465.8
200710_at	1269.7	1622.5	497.6	1292.8	1652.3	1054.1	881.8	1446.5	1952.6	2118.7	1180.7	1823.2	723.4	1110.2	1450.9	2616.2
200711_s_at	8094.5	4795.9	4635.6	5128.7	3874.9	4489.4	4975.8	4228.1	7001.9	5302	3067.9	4057	3487.4	3193.6	3248.2	2592.9
200712_s_at	4103.4	1256.7	2147.2	2421.3	1545.2	1766.7	1814.8	1150	4382.4	3373.2	1716.1	1871.6	2339.4	1813	1500.8	1267.6
200713_s_at	15570.9	6164.9	8655.4	8380.6	7372.3	9047.1	7989.3	5749	12435.8	8064.6	6960.8	7340.4	8262.8	6576.8	4314.5	5238.3
200714_x_at	4242.3	5798.7	3483.4	5952.6	5180.5	4056.9	4016	4134.9	9487.8	6593	4302.9	8606.8	5043.1	4846.4	7908.9	8708.4
200715_x_at	57551.5	54501.8	28552.7	45549.2	58530.9	49452.1	53866.5	58469.8	59035.5	41336.6	56193.9	57707.4	27771.2	52390.5	38347	41378.8
200716_x_at	77148.3	84501.9	73029.2	73854.8	111398.5	97934.8	93581.5	139967.4	96672.3	98309	78913.7	107163.8	51806.2	73881.7	79362.4	83597.7
200717_x_at	85122.4	71883.1	70572.5	75737	89565	87496.2	86191.5	97955.9	83309.7	81604.6	66105.7	93161.8	52094.3	63003.5	57934.4	77783.3
200718_s_at	28406	24282.6	31938.8	30558.7	25198.7	26797.3	28466	22033.4	18907.5	17330.5	23801.9	25474.6	25464.7	22414.7	16860.2	18853.6
200719_at	7087.8	2471.6	2365.1	3115.4	2683.2	2471.8	2875.3	2243.9	5333.2	4566.1	1172	2446.3	1648.4	1418.5	2640	1162.7
200720_s_at	655.6	680.4	505.6	812.7	868.9	786.6	615.7	724.7	808	558.9	792.8	1258.4	573.5	796.6	821.4	1030.9
200721_s_at	425.1	587.5	493.3	628.5	634.9	476.6	591.4	679.1	783.7	823.9	1005.7	806	766.5	789.9	776.9	1134.8
200722_s_at	2262.8	2435.3	3375.2	2888.8	2959.4	2736.6	3029.2	2253	1455.5	2064.2	3469.1	1797.2	3278.8	3811.7	1687.3	3544.5
200723_s_at	4343.7	4774.3	7364.4	5279.9	6602.3	6519.2	7268.6	6075.1	3072.4	3172.2	8414.6	4052.6	7102.1	8465.2	2862.3	5144.9
200724_at	267.1	179.3	184.4	229	88.6	303.6	289.6	262	463.8	159.5	277.5	331.4	199.7	161.5	383.8	302.6
200725_x_at	56364.8	59689.2	34367.3	51974.8	68364.2	68693.3	61378.9	72230.5	56644.8	49836.7	54055.5	57593.9	34494.6	44839.6	43946.4	49381.3
200726_at	16614	13157.5	16683.9	15331.9	14179.4	14460.1	15389.7	14891.2	23664.4	13362.3	15962.8	14365.5	14038.1	13083.3	12054.2	8519.3
200727_s_at	7093	8184.2	7992.1	8850	8736.6	10613.7	7314.8	8489.4	5675.3	4497.7	11472.7	2596.2	8690.8	8110.3	5020.6	6897.6
200728_at	10358.7	13075.1	11972.9	15575	15787.9	13990.8	13538.5	14285.8	11358.9	3999.1	15142.8	13426.3	10151.8	14065.6	10157.3	9757.4
200729_s_at	13134.3	11558	16084.7	15906.9	10140.7	11364.3	10009.8	11666.9	12109.5	5796	15616.5	13588.7	15510.9	13682.1	8937.4	8477.4
200730_s_at	9151.3	1849.1	1246.6	2807.8	2437.6	1574.2	2397.8	1316	8252.2	5648.6	1304.1	1863.5	1384.5	907	1494.7	949
200731_s_at	7106.4	1496.2	1316.6	2253.7	2170	1489.1	2954	1747.1	5014	3637	1440.3	2030.4	1517.1	545.7	1516.9	633
200732_s_at	7158.9	2402.4	2006.7	3595.9	3073.6	2404.4	4969.6	2176.6	5460	3462.3	1731.6	2669.8	2145.4	1026.6	1875.4	917.6
200733_s_at	4190.2	731.1	1191.8	1573.7	728.4	866.8	1272.2	577.1	4519.1	3009.1	884.8	1703.6	1791.8	755.2	774.4	411.8
200734_s_at	1273.8	1703.4	1403.7	1327.1	1304.7	1897.6	1377	1292.5	1181.2	1145.2	1776	1934.2	1587.6	1380.6	1225.3	1578.9
200735_x_at	61042.8	56455.1	49902.9	56767.6	69451.2	61394.9	63815	75344.5	64590.1	50310.2	59047.7	65822.5	38779.5	50875.7	42104.2	41446.3
200736_s_at	1668.6	2693.6	1526.4	2802.5	3962	2483	2568.3	1573.8	2749.1	2672.1	7357.2	4219.3	6732.8	3791.7	5043.5	5283.5
200737_at	1764.5	2296.6	1781.5	2467.6	1994.8	2255.6	1883	1773.5	2112.7	1648.3	2736.3	2529.1	1927	2005.2	1373.5	1437.6
200738_s_at	5528.2	6499.8	6765.3	6600.7	5067.4	6842.2	6501.7	5447.3	6097.9	4365.4	7005.9	7496.5	7172.7	5869.3	5185.7	4790.3
200739_s_at	1704.6	1362.1	628.5	1237.8	781	1000.5	1064.6	1132.1	2368.7	2257.7	996.5	1621	1062.7	829.7	1199.9	1314.5
200740_s_at	10814.8	5146.8	3722.5	6944.5	3159.4	4222.9	4342.1	3646.5	9941.4	7293.6	3995	5504	5267.5	3526.6	4313.6	4470.3
200741_s_at	74056.7	72479.8	72364.9	66577.2	86939.8	97848.9	89271.4	99350.4	89390.8	95967.4	71160.3	100598.5	48198.8	56302.4	86178.6	76017.8
200742_s_at	2172.4	2196.3	1539.2	3491.5	3783.9	3299.5	2743.2	3594.4	2850.5	4786.3	4659.1	6370.8	3800.9	3150.3	5005.5	4983.1
200743_s_at	4643.9	3980.5	4474	5352.4	6055.7	5058.4	4394	5518.9	5012	6753.4	7592.6	7353.5	6880.5	5601.3	5438.9	6148.8
200744_s_at	1510	1632.3	1238	1916.3	1690.3	1413.1	1101.7	1667.7	2915.7	2815.6	2131.2	2959.5	1668.6	1806.7	3976.8	3232.1
200745_s_at	5533.7	5185.6	4634	5421.6	5742.4	5880.7	4958.8	5339.2	6377.4	4161.4	5801	5437.1	4382.3	4390.3	9076.4	6052.9
200746_s_at	7262.1	8063.8	6805.5	8974	8622.9	7701.9	7830.3	8110.1	10146.7	7277.1	7972.8	9373.9	6622.4	7528.9	12234	8936.9
200747_s_at	1595.7	2058.8	1569.2	2571.4	2488.3	2103	1899.6	2978.9	2681.7	2535.7	2883.1	2587.6	2097.3	2454.7	3138.3	4591.7
200748_s_at	16073.9	11210.5	5772.5	11982	11475.7	9986.2	11104.7	11312.5	20223.3	17018.9	11188.6	12681.1	11266.7	7950.6	13345	11429.5
200749_at	4237.5	2928.1	3324.2	2328.9	1253.2	1362.2	1993.6	1645.5	1944.2	1418.7	1384.6	1965.1	2734.2	2694	912.4	1094
200750_s_at	10505.2	12153.5	9139.9	8210.6	8340.1	8040.7	8200.4	10120.2	5337.1	4477.9	11147.8	7182.4	10247.1	12789.8	4062.2	5418.1
200751_s_at	9594.5	8309.3	11480.4	16059.3	10654.3	8425.9	10102.8	7614.6	11555.9	9185.6	13186	16479.9	10953.5	17661.1	9752.3	7885.2
200752_s_at	489.2	755.4	498.2	633	880.4	843.7	670	875.8	512	774.7	841.1	895.1	524.1	540.4	1448.1	1090.9
200753_x_at	3130.6	3627.2	3397.1	3182.6	2542.9	2785.8	3399	2570.5	3279.6	2096.7	2365.3	2450.4	3413.5	2573.9	3401.7	3228.8
200754_x_at	18007.7	19208.6	13303.9	15103.9	16911.6	14982	13493.9	36504.2	17489.6	11655.6	17629.7	14686.6	11287.8	14595.1	11669.9	15383.8
200755_s_at	277.4	288.5	197.2	199.3	243.6	141.9	82.6	395.9	347.5	462.6	222.4	340.7	246.6	315.5	533.4	440.5
200756_x_at	478.4	289.1	423.8	427.1	477	561.6	361.3	461.3	672	139.3	418.3	566.3	472.6	572.3	430.1	492.7
200757_s_at	639.5	1040.5	1108.8	720.4	1231	903.1	927.4	1017.5	1247.7	871.4	1092.4	1056.5	1005.8	1348.5	896.7	1182.2
200758_s_at	877.9	1139.6	677.3	919.3	1148.9	1444.4	983	1202.8	1236.4	1541.1	1459.6	1601.3	1050	1237	1022.4	1542.4
200759_x_at	1025.5	1508.8	1169.8	1399.4	1684.9	1418.4	1173.9	2020.6	1608.8	2770	2233.1	1672	1612.4	1829.7	2171.9	2161.9
200760_s_at	3358.2	10042.9	7372.4	8052.1	9455.5	7892.7	6562.1	8530.5	2795.8	2935	8860.8	6197.4	6496.8	8609	3760	5580.7
200761_s_at	3301.4	13131.3	14302.3	11435	11606.5	10574.5	9879.2	7569.7	2647	1513.1	11508.4	9284	9689.1	11382.9	4435.4	8882.9
200762_at	556.5	2288.9	400.3	681.4	931.1	276.8	400.6	1015.5	559.5	501.9	8647.7	1787.2	3908.2	440.9	810.4	1266.9
200763_s_at	64560.2	68669.7	56676	58541.7	77406	82478.2	75818.5	73841.4	53849.2	57444.4	62276.8	65704.2	45130.7	61705.8	55442.1	53558.5
200764_s_at	966.3	1055	1171.9	1139	921.9	1095	1276	1096.3	914.8	964.4	1299.4	1393.9	927.4	1299.3	1553.2	1229.8
200765_x_at	1222.2	1431.2	1887.1	1612.8	1254.2	1798.3	2116.2	2273.1	715.2	1067.1	2269.6	1791.1	1308	1484.9	1223.6	1327
200766_at	121.3	133.8	125.8	166.2	254	54.3	135	98.4	182.6	135.2	58.8	356.3	160.9	76.3	285.7	391.3
200767_s_at	1084.4	1279.3	1437.8	1352.9	1534.1	1266.9	1414.5	1187.8	1198.2	1769.9	1396.4	1428.8	1396	1287.5	1847.6	1508
200768_s_at	3803.8	4464	4335.4	4076.5	4710.9	3729.6	3732.8	5045.5	1602.8	698.7	4541.6	2829.4	4580.6	6970.8	2680.6	3928
200769_s_at	1079.7	1754.4	1266.2	1508.7	1235.2	1390.9	1090.2	1321	931.2	1123.5	1255.9	2255.6	1596.6	3062.8	1535.9	2900.1
200770_s_at	252.1	750.4	131.6	308.1	495.9	113.7	218.1	79.5	517.1	328.2	249.9	324.3	570.6	542.9	804.2	597.2
200771_at	530.5	2023.4	616.9	991	1459.6	468.9	514.2	226.9	631.9	638.3	906.3	884.3	1428.1	1924.1	1464.4	1423.4
200772_x_at	44632.8	35374	21245.4	29474.3	33202.2	29134.3	26207.3	29954.9	53101	20422.1	23384.5	31561.5	14249.4	23301	15675.5	14620
200773_x_at	36153.8	25541.4	25556.2	28815.5	25597.9	26197.3	26197.7	25407.6	37385.4	25210	24622.2	22064.5	18198.8	19613.2	21057.6	15904.5
200774_at	10968.7	10314.1	13085.3	12363.4	11691.9	11159.6	13269.6	11071.4	7392.2	9450.9	15775.3	10122.6	11119.8	12097.6	12483.3	8417.1
200775_s_at	21479.4	19735.2	19544.4	18336.2	20643.3	17255.6	16913.6	18992.3	19962.8	19861.3	18160.7	19379.4	18383.4	16511.3	18833	15833.7
200776_s_at	5968.8	2125.5	2985	3191.8	2364.4	2887.2	3796.9	1981.4	4560.6	2159.8	2953.1	2340.1	2745.4	3026.7	1457	1421.8
200777_s_at	8247	2710.3	3974.1	4469.9	3467.3	3570.4	3395.6	3557.7	4228.9	2033.4	4575.7	3102.9	3412.8	3963.5	1361.3	1376.9
200778_s_at	3503.7	3547.5	7219	9553.3	6364.9	5561.3	5413.1	4513.5	4133.6	5887.8	3271.6	3973.1	4726.2	4597	6041.1	5471.4
200779_at	11135.9	11597.7	6115.2	8558.1	7097.1	9406.8	8362.7	10227.2	16377	13227.5	9778.9	11876.8	7150.1	9467.5	8062.1	7032.4
200780_x_at	29598.8	24539.4	13908.7	19574.7	28470.3	20603.6	23898.7	28728	31913.1	39727.8	17993.3	26894.1	17395.2	18472	30849.6	28004.5
200781_s_at	60047.6	57189.6	57261.2	61295.5	88395.8	85227.3	78578.1	94879.4	56370.1	51486.4	60833	72830.2	45550.5	54993	41774.7	44515.9
200782_at	1591.6	1427	2397.6	2457.7	2480.7	2126	1817.6	3127.7	1994.9	1918.3	3382.1	2589.7	3388.7	2035.7	2814.3	3255
200783_s_at	418.1	564	460.7	469	643.1	816.6	618.2	705.7	330	950.1	296.5	808.5	743.8	670	664.7	730
200784_s_at	25.1	36.6	20.4	18	35.2	42.7	29.9	26.8	29.9	146.8	17.9	44.8	26.7	17.8	52.5	62.7
200785_s_at	188	197.6	182.7	49.1	102.9	100.7	75.7	113.7	52	623.1	60.5	82.8	175.3	245.8	393.5	262.5
200786_at	3589.1	2516.2	2589.8	2642.4	3726.4	3787.3	2210.9	3207.4	3191.5	1768.6	3228.7	3418.5	2964	5097.4	1344.4	2610.1
200787_s_at	525.1	552.6	430.5	694.1	558.7	686.4	378.4	533.1	1690.4	1578.5	685.2	1198.7	651.8	757.2	976.7	1352.4
200788_s_at	2124.9	1922.2	1022.5	1867	1624.4	1988.9	2350.4	1396.8	3547.4	2730.6	2602.4	3147.1	2929.8	1949.9	1510	2023.6
200789_at	979.3	1831.2	882.3	1761.4	1853	1676.2	1199.3	1184	755.6	1009.5	1960.3	3560.4	1431.2	1683.4	1239.9	2467
200790_at	32120.1	13978.8	12788.4	11553.2	11764.1	13861.4	11741	10515	26946.3	15048.5	6914.5	8822.8	7941.3	5132.3	4730.7	5907.4
200791_s_at	3750.6	5007	5374	4957.1	5894.1	5228	6562.9	5050.7	1336.8	1262.5	5239	2870.7	5173.6	4946.1	3438.7	3696.7
200792_at	11622.7	8361.9	9647.9	17412.4	13547.3	13062.8	12351.5	8551.7	14391.3	6913.4	9751.1	13929.4	10274.2	14160.6	7651	6754.9
200793_s_at	1080.6	1091.2	920.4	1756.8	1935.5	1179.8	1383	1223.9	1634.2	1799.5	1125.6	1750.5	1509.1	1097	1933.3	2398.7
200794_x_at	31259.2	31633.1	18229	23865.2	25046.5	24959	23684.7	23241.9	29496.3	19222.9	21813.3	21989.3	18665.2	17300.9	16796.8	16034.4
200795_at	184.6	178.9	62.6	175.3	146.8	184.3	115.3	261	297.5	373.2	133.9	231.9	96.6	63.4	433.3	281.2
200796_s_at	454	525.3	547.4	578.9	240.6	295.9	251.6	363.9	589.9	842.9	437.5	460.8	403.9	879.7	648.5	1064.1
200797_s_at	14571.9	24882.5	21650.7	17335.5	18588	15784	13316.5	14962.7	10056.7	8314.1	21376	8153.5	14232.7	19330.2	7978.4	13210
200798_x_at	6619.9	7670	7849.7	4702.8	3510.5	3009.2	3579.5	2930.7	5612.3	5484.3	7051.3	3930.6	5962.9	5355.3	4997.3	7632.6
200799_at	1466.2	1053.6	2805.2	746.8	1572	902	583.9	2403	568.2	293.6	3591.7	2373.1	3036.9	4270.3	1053.2	1788.7
200800_s_at	1228.4	576.5	450.9	273.3	341.3	196.5	204.6	905.2	723.3	46.3	882.2	599.5	642.7	965.7	450.1	783.8
200801_x_at	42862.2	58438.4	35722.7	42217.9	62328.8	61208.1	43168.5	64089.5	55615.6	58011.8	70891.8	68107.7	40192.6	30985.7	63900.1	59654
200802_at	1812.3	2585.3	2096.6	2859.4	3097.8	2740.1	2332.6	2426.4	3158.3	2328.1	2553	4308.7	2645.7	2672.8	2919.9	3847.1
200803_s_at	6178.5	9411.6	7012.5	10939.5	7890.2	8177	7345.1	7485.8	5677	6687	7139.8	9767.2	7305.2	8640.1	7705.5	7148.5
200804_at	8870.3	11656.5	8745.9	11895.8	10834.1	8922.7	11106.2	9381.4	8432.7	6904.1	9136	10837.5	7404.4	8225	7357.8	7183.5
200805_at	613.9	989.2	692.4	967.8	1101.6	873.6	797.6	867.6	666.6	386.3	930.7	1266	806.5	857.9	854.6	1065.7
200806_s_at	6473.3	4016.4	4937.3	4170.1	4046.2	3661.8	4416.4	3727.5	4196.1	2715.5	5670.7	4390.1	3894.9	8484.7	1837.6	3252.7
200807_s_at	13237.7	8524	7466.9	7606.7	7459.2	6458.9	7110.6	7643.5	7159.2	3400.3	10253.8	5856.7	7310.5	11984.9	3219.4	4765.1
200808_s_at	416.1	347.5	188.6	282	382.5	423.5	484.4	201.3	892.9	2005.4	345.8	568.9	320.9	273.2	737.6	555.5
200809_x_at	71156.4	62439.8	39226.2	64118.2	71592.3	70570.4	67829.1	81765.1	66476	54660.9	54598.9	74926.2	37128.9	57913.5	43271	52996.2
200810_s_at	18190.9	9491.7	12218.4	12341.2	11287.9	12849.7	12415.1	9689.3	20925.7	12928.6	8510.4	13304.1	8980.4	8398.7	12369.3	9171
200811_at	10170.8	7672.6	5691.2	9627.8	8938.3	8142.1	7021.7	5671.1	14898	15709.3	4787.2	12616.6	6379.8	5452.1	14864.4	9236
200812_at	790.4	2234.3	1733.3	3255	3326.4	2504.4	1782.4	2580.5	767.7	399.5	2485.3	3215.8	2222	3667.4	1844.9	1732.4
200813_s_at	1798.1	2101.5	2583.5	2301.9	2671.6	2454.2	2938.2	2706.6	1506.4	1003.8	2538.6	1108.6	2723	3408.9	1800.7	2393.9
